"Systemname","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Creator","Schedule","Task To Run","Start In","Comment","Scheduled Task State","Scheduled Type","Start Time","Start Date","End Date","Days","Months","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Repeat Every","Repeat Until Time","Repeat Until Duration","Repeat Stop If Still Running","Idle Time","Power Management"
"S101","Automatische reboot","23:00:00, 12-2-2011","","Interactive/Background","23:00:00, 5-2-2011","0","Adm1","At 23:00 every Sat of every week, starting 27-11-2007","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties\","Automatische wekelijkse reboot.","Enabled","Weekly","23:00:00","27-11-2007","N/A","SATURDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled"
"S101","IBBACKUP","23:30:00, 8-2-2011","","Interactive/Background","23:30:00, 7-2-2011","0","adm1","At 23:30 every day, starting 21-8-2003","C:\Scripts\IBBACKUP.bat ","C:\Scripts","N/A","Enabled","Daily ","23:30:00","21-8-2003","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S101","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Adm1","At 5:00 every day, starting 19-3-2009","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","19-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S101","Std-MOM-Snooze","Never","","Interactive/Background","Never","0","Adm1","At 0:00 on 19-3-2009","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","19-3-2009","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S101","STD-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:01, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","NC Standard System info logging","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","2:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S103","Automatische reboot","23:05:00, 12-2-2011","","Interactive/Background","23:05:00, 5-2-2011","0","Q055817","At 23:05 every Sat of every week, starting 6-1-2009","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties","Auto reboot","Enabled","Weekly","23:05:00","6-1-2009","N/A","SATURDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled"
"S103","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Adm1","At 5:00 every day, starting 19-3-2009","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","19-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S103","Std-MOM-Snooze","Never","","Interactive/Background","Never","0","Adm1","At 0:00 on 19-3-2009","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","19-3-2009","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S103","STD-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","NC Standard System info logging","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","2:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S105","Automatische reboot","0:15:00, 12-2-2011","","Interactive/Background","0:15:00, 5-2-2011","0","adm1","At 0:15 every Sat of every week, starting 22-5-2008","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties","N/A","Enabled","Weekly","0:15:00","22-5-2008","N/A","SATURDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S105","ren_image","Disabled","","Interactive/Background","16:00:00, 4-6-2006","0","citrix_scheduler","Disabled","D:\Pxes\ren_image.cmd ","D:\Pxes","N/A","Disabled","One Time Only","16:00:00","4-6-2006","N/A","N/A","N/A","NEDCAR\citrix_scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S105","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Adm1","At 5:00 every day, starting 19-3-2009","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","19-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S105","Std-MOM-Snooze","Never","","Interactive/Background","7:15:33, 25-5-2010","0","Adm1","At 0:00 on 19-3-2009","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","19-3-2009","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S105","STD-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","NC Standard System info logging","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","2:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S114","Automatische reboot","0:30:00, 13-2-2011","","Interactive/Background","0:30:00, 6-2-2011","0","Q055817","At 0:30 every Sun of every week, starting 23-10-2003","C:\Scripts\Acties\Shutdown.cmd ","C:\Scripts\Acties\","N/A","Enabled","Weekly","0:30:00","23-10-2003","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled"
"S114","LogisStart","5:00:00, 9-2-2011","","Interactive/Background","4:59:59, 8-2-2011","1","adm1","At 5:00 every day, starting 16-6-2005","C:\Scripts\SQL_BATCH\LogisStart.cmd ","C:\Scripts\SQL_BATCH","N/A","Enabled","Daily ","5:00:00","16-6-2005","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S114","PirfComment","6:10:00, 9-2-2011","","Interactive/Background","6:10:00, 8-2-2011","1","adm1","At 6:10 every day, starting 16-6-2005","C:\Scripts\SQL_BATCH\PirfComment.cmd ","C:\Scripts\SQL_BATCH","N/A","Enabled","Daily ","6:10:00","16-6-2005","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S114","PRTStart","8:00:00, 12-2-2011","","Interactive/Background","8:00:00, 5-2-2011","1","adm1","At 8:00 every Sat of every week, starting 16-6-2005","C:\Scripts\SQL_BATCH\PRTStart.cmd ","C:\Scripts\SQL_BATCH","N/A","Enabled","Weekly","8:00:00","16-6-2005","N/A","SATURDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S114","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Adm1","At 5:00 every day, starting 19-3-2009","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","19-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S114","Std-MOM-DeSnooze","Never","","Interactive/Background","Never","0","Adm1","At 0:00 on 19-3-2009","C:\Scripts\Acties\MOMAgentDeSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","19-3-2009","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S114","Std-MOM-Snooze","Never","","Interactive/Background","9:46:24, 29-3-2010","0","Adm1","At 0:00 on 19-3-2009","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","19-3-2009","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S114","STD-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","NC Standard System info logging","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","2:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","Automatische reboot","4:15:00, 13-2-2011","","Interactive/Background","4:15:00, 6-2-2011","0","Q055817","At 4:15 every Sun of every week, starting 17-4-2004","C:\Scripts\Acties\Shutdown.cmd ","C:\Scripts\Acties\","N/A","Enabled","Weekly","4:15:00","17-4-2004","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_brarchive","10:45:00, 8-2-2011","","Interactive/Background","9:45:00, 8-2-2011","1","aw1adm","Every 1 hour(s) from 7:45 for 705 minutes every day, starting 20-2-2006","c:\scripts\sap\AW1_brarchive.cmd ","c:\scripts\sap","Brarchive: Offline redologs naar TSM","Enabled","Hourly ","7:45:00","20-2-2006","N/A","Everyday","N/A","NEDCAR\aw1adm","Disabled","2:0","1 Hour(s)","None","11 Hour(s): 45 Minute(s)","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_brbackup_full","22:00:00, 12-2-2011","","Interactive/Background","22:00:00, 5-2-2011","0","aw1adm","At 22:00 every Sat of every week, starting 20-2-2006","c:\scripts\sap\AW1_brbackup_full.cmd ","c:\scripts\sap","Full (level 0) backup RMAN naar TSM","Enabled","Weekly","22:00:00","20-2-2006","N/A","SATURDAY","N/A","NEDCAR\aw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_brbackup_incr","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","aw1adm","At 22:00 every Mon, Tue, Wed, Thu, Fri of every week, starting 20-2-2006","c:\scripts\sap\AW1_brbackup_incr.cmd ","c:\scripts\sap","Incremental (level 1) backup RMAN naar TSM","Enabled","Weekly","22:00:00","20-2-2006","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY","N/A","NEDCAR\aw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_brconnect_check","7:15:00, 9-2-2011","","Interactive/Background","7:15:00, 8-2-2011","2","aw1adm","At 7:15 every day, starting 9-2-2004","C:\Scripts\sap\AW1_brconnect_check.cmd ","C:\Scripts\sap","N/A","Enabled","Daily ","7:15:00","9-2-2004","N/A","Everyday","N/A","NEDCAR\aw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_cleanup_logs","9:00:00, 12-2-2011","","Interactive/Background","9:00:00, 5-2-2011","0","aw1adm","At 9:00 every Sat of every week, starting 12-7-2004","C:\Scripts\sap\AW1_Cleanup_logs.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","9:00:00","12-7-2004","N/A","SATURDAY","N/A","NEDCAR\aw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_crosscheck","21:30:00, 13-2-2011","","Interactive/Background","21:30:00, 6-2-2011","0","Q055929","At 21:30 every Sun of every week, starting 21-2-2006","c:\scripts\sap\xrman.cmd c:\scripts\sap\AW1_crosscheck.rcv","c:\scripts\sap\","RMAN crosscheck","Enabled","Weekly","21:30:00","21-2-2006","N/A","SUNDAY","N/A","NEDCAR\aw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_delete_obsolete","21:45:00, 13-2-2011","","Interactive/Background","21:45:00, 6-2-2011","0","aw1adm","At 21:45 every Sun of every week, starting 21-2-2006","c:\scripts\sap\xrman.cmd c:\scripts\sap\AW1_delete_obsolete.rcv","c:\scripts\sap\","Delete RMAN obsolete backups","Enabled","Weekly","21:45:00","21-2-2006","N/A","SUNDAY","N/A","NEDCAR\aw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_Opt_stats","19:00:00, 12-2-2011","","Interactive/Background","19:00:00, 5-2-2011","0","aw1adm","At 19:00 every Sat of every week, starting 8-1-2004","C:\Scripts\sap\AW1_Optimize_stat.cmd ","C:\Documents and Settings\aw1adm","N/A","Enabled","Weekly","19:00:00","8-1-2004","N/A","SATURDAY","N/A","NEDCAR\aw1adm","Disabled","8:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_start_SAP","At system start up","","Interactive/Background","6:00:00, 6-2-2011","0","aw1adm","Run at system startup","C:\Scripts\sap\AW1_start_SAP.cmd ","C:\Scripts\sap","N/A","Enabled","At system start up","At system start up","8-2-2005","N/A","N/A","N/A","NEDCAR\aw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_start_SAP","6:00:00, 13-2-2011","","Interactive/Background","6:00:00, 6-2-2011","0","aw1adm","At 6:00 every Sun of every week, starting 19-2-2007","C:\Scripts\sap\AW1_start_SAP.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","6:00:00","19-2-2007","N/A","SUNDAY","N/A","NEDCAR\aw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_stats_FULL","Never","","Interactive/Background","21:56:59, 14-7-2009","0","pw1adm","At 17:00 on 10-7-2009","C:\Scripts\sap\AW1_stats_full.cmd ","C:\Scripts\sap","N/A","Enabled","One Time Only","17:00:00","10-7-2009","N/A","N/A","N/A","NEDCAR\aw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","AW1_stop_SAP","4:00:00, 13-2-2011","","Interactive/Background","4:00:00, 6-2-2011","0","aw1adm","At 4:00 every Sun of every week, starting 30-8-2004","C:\Scripts\sap\AW1_stop_SAP.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","4:00:00","30-8-2004","N/A","SUNDAY","N/A","NEDCAR\aw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_Audit_Trail","0:00:00, 14-2-2011","","Interactive/Background","0:00:00, 7-2-2011","1","pw1adm","At 0:00 every Mon of every week, starting 22-10-2009","C:\Documents and Settings\pw1adm.NEDCAR.000\Audit\AuditTrail.cmd ","C:\Documents and Settings\pw1adm.NEDCAR.000\Audit","N/A","Enabled","Weekly","0:00:00","22-10-2009","N/A","MONDAY","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_brarchive","10:40:00, 8-2-2011","","Interactive/Background","9:40:00, 8-2-2011","1","Q055929","Every 1 hour(s) from 7:40 for 12 hour(s) every day, starting 24-2-2006","c:\scripts\sap\PW1_brarchive.cmd ","c:\scripts\sap\","N/A","Enabled","Hourly ","7:40:00","24-2-2006","N/A","Everyday","N/A","NEDCAR\pw1adm","Disabled","2:0","1 Hour(s)","None","12 Hour(s): 0 Minute(s)","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_brbackup_full","22:00:00, 13-2-2011","","Interactive/Background","22:00:00, 6-2-2011","0","Q055929","At 22:00 every Sun of every week, starting 24-2-2006","c:\scripts\sap\PW1_brbackup_full.cmd ","c:\scripts\sap\","PW1 SAP full backup RMAN","Enabled","Weekly","22:00:00","24-2-2006","N/A","SUNDAY","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_brbackup_incr","21:00:00, 8-2-2011","","Interactive/Background","21:00:00, 7-2-2011","0","Q055929","At 21:00 every Mon, Tue, Wed, Thu, Fri of every week, starting 24-2-2006","c:\scripts\sap\PW1_brbackup_incr.cmd ","c:\scripts\sap\","PW1 incremental backup RMAN","Enabled","Weekly","21:00:00","24-2-2006","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_brconnect_check","7:00:00, 9-2-2011","","Interactive/Background","7:00:00, 8-2-2011","0","aw1adm","At 7:00 every day, starting 9-2-2004","C:\Scripts\sap\PW1_brconnect_check.cmd ","C:\Scripts\sap","N/A","Enabled","Daily ","7:00:00","9-2-2004","N/A","Everyday","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_cleanup_logs","9:00:00, 14-2-2011","","Interactive/Background","9:00:00, 7-2-2011","0","aw1adm","At 9:00 every Mon of every week, starting 12-7-2004","C:\Scripts\sap\PW1_Cleanup_logs.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","9:00:00","12-7-2004","N/A","MONDAY","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_crosscheck","20:30:00, 12-2-2011","","Interactive/Background","20:30:00, 5-2-2011","0","Q055929","At 20:30 every Sat of every week, starting 24-2-2006","c:\scripts\sap\xrman.cmd c:\scripts\sap\PW1_crosscheck.rcv","c:\scripts\sap\","PW1 crosscheck RMAN - TSM","Enabled","Weekly","20:30:00","24-2-2006","N/A","SATURDAY","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_delete_obsolete","20:45:00, 12-2-2011","","Interactive/Background","20:45:00, 5-2-2011","0","Q055929","At 20:45 every Sat of every week, starting 24-2-2006","c:\scripts\sap\xrman.cmd c:\scripts\sap\PW1_delete_obsolete.rcv","c:\scripts\sap\","PW1 delete obsolete RMAN backups TSM","Enabled","Weekly","20:45:00","24-2-2006","N/A","SATURDAY","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_Opt_stats","20:00:00, 12-2-2011","","Interactive/Background","20:00:00, 5-2-2011","2","pw1adm","At 20:00 every Sat of every week, starting 9-1-2004","C:\Scripts\sap\PW1_Optimize_stat.cmd ","C:\Documents and Settings\pw1adm.NEDCAR.000","N/A","Enabled","Weekly","20:00:00","9-1-2004","N/A","SATURDAY","N/A","NEDCAR\pw1adm","Disabled","8:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_Restart_SAP","Never","","Interactive/Background","9:18:57, 2-2-2006","0","Q055947","At 1:30 on 2-2-2006","C:\Scripts\sap\PW1_Restart_SAP.cmd ","C:\Scripts\sap","N/A","Enabled","One Time Only","1:30:00","2-2-2006","N/A","N/A","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_start_SAP","At system start up","","Interactive/Background","6:00:00, 6-2-2011","0","aw1adm","Run at system startup","C:\Scripts\sap\PW1_start_SAP.cmd ","C:\Scripts\sap","N/A","Enabled","At system start up","At system start up","8-2-2005","N/A","N/A","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_start_SAP","6:00:00, 13-2-2011","","Interactive/Background","6:00:00, 6-2-2011","0","aw1adm","At 6:00 every Sun of every week, starting 19-2-2007","C:\Scripts\sap\PW1_start_SAP.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","6:00:00","19-2-2007","N/A","SUNDAY","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_stats_full","Never","","Interactive/Background","14:04:00, 14-7-2009","0","pw1adm","At 14:04 on 14-7-2009","C:\Scripts\sap\PW1_stats_full.cmd ","C:\Scripts\sap\","Statistics bepalen van alle database objecten na Oracle upgrade","Enabled","One Time Only","14:04:00","14-7-2009","N/A","N/A","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","PW1_stop_SAP","4:00:00, 13-2-2011","","Interactive/Background","4:00:02, 6-2-2011","0","aw1adm","At 4:00 every Sun of every week, starting 30-8-2004","C:\Scripts\sap\PW1_stop_SAP.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","4:00:00","30-8-2004","N/A","SUNDAY","N/A","NEDCAR\pw1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","S117extra_backup_EF","Never","","Interactive/Background","16:11:03, 6-12-2007","0","q055929","At 9:00 on 6-12-2007","C:\Scripts\sap\S117extra_backup_EF.cmd ","C:\Program Files\Tivoli\TSM\baclient","N/A","Enabled","One Time Only","9:00:00","6-12-2007","N/A","N/A","N/A","NEDCAR\q055947","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Adm1","At 5:00 every day, starting 19-3-2009","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","19-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","Std-MOM-DeSnooze","Never","","Interactive/Background","Never","0","Adm1","At 0:00 on 19-3-2009","C:\Scripts\Acties\MOMAgentDeSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","19-3-2009","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","Std-MOM-Snooze","Never","","Interactive/Background","11:38:08, 1-5-2009","0","Adm1","At 0:00 on 19-3-2009","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","19-3-2009","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S117","STD-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","NC Standard System info logging","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","2:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","A01_check_db","7:00:00, 9-2-2011","","Interactive/Background","7:00:00, 8-2-2011","0","q055947","At 7:00 every day, starting 2-11-2006","c:\scripts\sap\D01_check_db.cmd ","c:\scripts\sap","N/A","Enabled","Daily ","7:00:00","2-11-2006","N/A","Everyday","N/A","NEDCAR\a01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","A01_rebuild_indexes","Never","","Interactive/Background","14:50:11, 25-5-2007","0","q055947","At 9:00 on 12-2-2007","C:\Scripts\sap\A01_rebuild_index.cmd ","C:\Scripts\sap","N/A","Enabled","One Time Only","9:00:00","12-2-2007","N/A","N/A","N/A","NEDCAR\a01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","A01_statistcis","15:00:00, 8-2-2011","","Interactive/Background","15:00:00, 7-2-2011","0","q055947","At 15:00 every Mon, Tue, Wed, Thu, Fri, Sat of every week, starting 2-11-2006","c:\scripts\sap\A01_statistics.cmd ","c:\scripts\sap","N/A","Enabled","Weekly","15:00:00","2-11-2006","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY","N/A","NEDCAR\a01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","A01_statistics_full","Never","","Interactive/Background","17:47:35, 19-7-2009","5","a01adm","At 14:00 on 13-7-2009","C:\Scripts\sap\A01_statistics_full.cmd ","C:\Scripts\sap","N/A","Enabled","One Time Only","14:00:00","13-7-2009","N/A","N/A","N/A","NEDCAR\a01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","A01_Stopsap","Never","","Interactive/Background","7:00:00, 13-7-2009","0","q055947","At 7:00 on 13-7-2009","C:\Scripts\sap\Stopsap_A01.cmd ","C:\Scripts\sap","N/A","Enabled","One Time Only","7:00:00","13-7-2009","N/A","N/A","N/A","NEDCAR\a01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Automatische reboot","19:00:00, 13-2-2011","","Interactive/Background","19:00:00, 6-2-2011","0","adm1","At 19:00 every Sun of every week, starting 25-10-2005","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties\","Automatische weekelijkse reboot.","Enabled","Weekly","19:00:00","25-10-2005","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","4:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
