"Systemname","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Creator","Schedule","Task To Run","Start In","Comment","Scheduled Task State","Scheduled Type","Start Time","Start Date","End Date","Days","Months","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Repeat Every","Repeat Until Time","Repeat Until Duration","Repeat Stop If Still Running","Idle Time","Power Management"
"S123","D01_brarchive","11:10:00, 8-2-2011","","Interactive/Background","10:10:00, 8-2-2011","1","q055929","Every 1 hour(s) from 8:10 for 10 hour(s) every Mon, Tue, Wed, Thu, Fri, Sun of every week, starting 5-7-2006","c:\scripts\sap\D01_brarchive.cmd ","c:\scripts","D01 brarchive RMAN/TSM","Enabled","Weekly","8:10:00","5-7-2006","N/A","SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY","N/A","NEDCAR\d01adm","Disabled","2:0","1 Hour(s)","None","10 Hour(s): 0 Minute(s)","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","D01_brbackup_full","16:00:00, 12-2-2011","","Interactive/Background","16:00:00, 5-2-2011","0","q055929","At 16:00 every Sat of every week, starting 5-7-2006","c:\scripts\sap\D01_brbackup_full.cmd ","c:\scripts","Full backup D01 database RMAN/TSM","Enabled","Weekly","16:00:00","5-7-2006","N/A","SATURDAY","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","D01_brbackup_full","16:00:00, 12-2-2011","","Interactive/Background","16:00:00, 5-2-2011","0","q055929","At 5:00 on 8-7-2009","c:\scripts\sap\D01_brbackup_full.cmd ","c:\scripts","Full backup D01 database RMAN/TSM","Enabled","One Time Only","5:00:00","8-7-2009","N/A","N/A","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","D01_brbackup_incremental","21:00:00, 8-2-2011","","Interactive/Background","21:00:00, 7-2-2011","0","q055929","At 21:00 every Mon, Tue, Wed, Thu of every week, starting 5-7-2006","c:\Scripts\sap\D01_brbackup_incremental.cmd ","c:\scripts","D01 inremental backup RMAN/TSM","Enabled","Weekly","21:00:00","5-7-2006","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","D01_check_DB","7:00:00, 9-2-2011","","Interactive/Background","7:00:00, 8-2-2011","0","q055929","At 7:00 every day, starting 5-7-2006","c:\scripts\sap\D01_check_db.cmd ","c:\scripts","D01 database check","Enabled","Daily ","7:00:00","5-7-2006","N/A","Everyday","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","D01_cleanup","15:45:00, 12-2-2011","","Interactive/Background","15:45:00, 5-2-2011","0","q055929","At 15:45 every Sat of every week, starting 5-7-2006","c:\scripts\sap\D01_cleanup.cmd ","c:\scripts\sap","D01 cleanup SAP logs","Enabled","Weekly","15:45:00","5-7-2006","N/A","SATURDAY","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","D01_crosscheck","19:00:00, 12-2-2011","","Interactive/Background","19:00:00, 5-2-2011","0","q055929","At 19:00 every Sat of every week, starting 5-7-2006","c:\scripts\sap\xrman.cmd c:\scripts\sap\D01_crosscheck.rcv","c:\scripts","D01 crosscheck RMAN en TSM","Enabled","Weekly","19:00:00","5-7-2006","N/A","SATURDAY","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","D01_delete_obsolete","20:00:00, 12-2-2011","","Interactive/Background","20:00:00, 5-2-2011","0","q055929","At 20:00 every Sat of every week, starting 5-7-2006","c:\scripts\sap\xrman.cmd c:\scripts\sap\D01_delete_obsolete.rcv","c:\scrips","D01 delete obsolete backups RMAN/TSM","Enabled","Weekly","20:00:00","5-7-2006","N/A","SATURDAY","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","D01_rebuild_indexes","Disabled","","Interactive/Background","14:53:11, 25-5-2007","0","q055947","Disabled","C:\Scripts\sap\D01_rebuild_index.cmd ","C:\Scripts\sap","N/A","Disabled","One Time Only","9:00:00","12-2-2007","N/A","N/A","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","D01_statistics","18:00:00, 8-2-2011","","Interactive/Background","18:00:00, 7-2-2011","1","q055929","At 18:00 every Mon, Tue, Wed, Thu, Fri, Sat of every week, starting 5-7-2006","c:\scripts\sap\D01_statistics.cmd ","c:\scripts","D01 SAP statistics run","Enabled","Weekly","18:00:00","5-7-2006","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","D01_stats_full","Never","","Interactive/Background","14:21:33, 8-7-2009","0","d01adm","At 14:07 on 8-7-2009","C:\Scripts\sap\D01_statistics_full.cmd ","C:\Scripts\","Full statistics after upgrade","Enabled","One Time Only","14:07:00","8-7-2009","N/A","N/A","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Startsap_systems","At system start up","","Interactive/Background","19:09:05, 6-2-2011","0","q055947","Run at system startup","C:\Scripts\sap\Startsap_systems.cmd ","C:\Scripts\sap","N/A","Enabled","At system start up","At system start up","31-7-2006","N/A","N/A","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Startsap_systems","5:00:00, 10-2-2011","","Interactive/Background","19:09:05, 6-2-2011","0","q055947","At 5:00 every Thu of every week, starting 31-7-2006","C:\Scripts\sap\Startsap_systems.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","5:00:00","31-7-2006","N/A","THURSDAY","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Scheduler","At 5:00 every day, starting 28-1-2011","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Std-DUMPNTFSv3","4:00:00, 7-3-2011","","Interactive/Background","4:00:00, 7-2-2011","1","Scheduler","At 4:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Secdump\DumpNTFS3\DumpNTFS3.cmd ","C:\Scripts\Secdump\DumpNTFS3","N/A","Enabled","Monthly","4:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Std-MOM-DeSnooze","Never","","Interactive/Background","Never","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentDesnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Std-MOM-Snooze","Never","","Interactive/Background","11:05:05, 17-4-2009","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Std-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","N/A","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Std-WUClientCleanup","6:00:00, 7-3-2011","","Interactive/Background","6:00:00, 7-2-2011","0","Scheduler","At 6:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Acties\wuclient-cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Monthly","6:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Stopsap_systems","2:30:00, 10-2-2011","","Interactive/Background","18:00:00, 6-2-2011","0","q055947","At 18:00 every Sun of every week, starting 31-7-2006","C:\Scripts\sap\Stopsap_systems.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","18:00:00","31-7-2006","N/A","SUNDAY","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S123","Stopsap_systems","2:30:00, 10-2-2011","","Interactive/Background","18:00:00, 6-2-2011","0","q055947","At 2:30 every Thu of every week, starting 31-7-2006","C:\Scripts\sap\Stopsap_systems.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","2:30:00","31-7-2006","N/A","THURSDAY","N/A","NEDCAR\d01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","A10_StartSap","Disabled","","Interactive/Background","6:30:00, 13-1-2011","0","q055947","Disabled","C:\Scripts\sap\A10_StartSap.cmd ","C:\Scripts\sap","N/A","Disabled","Weekly","6:30:00","15-11-2006","N/A","THURSDAY","N/A","NEDCAR\a10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","A10_StartSap","Disabled","","Interactive/Background","6:30:00, 13-1-2011","0","q055947","Disabled","C:\Scripts\sap\A10_StartSap.cmd ","C:\Scripts\sap","N/A","Disabled","Weekly","20:30:00","15-11-2006","N/A","SUNDAY","N/A","NEDCAR\a10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","AJ1_replace_logis-gui-deployment","Never","","Interactive/Background","14:37:29, 27-3-2007","0","aj1adm","At 9:00 on 1-3-2007","C:\Scripts\sap\AJ1_replace_logis-gui-deployment.cmd ","C:\Scripts\sap","N/A","Enabled","One Time Only","9:00:00","1-3-2007","N/A","N/A","N/A","NEDCAR\aj1adm","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","AJ1_StartSap","6:30:00, 10-2-2011","","Interactive/Background","20:29:59, 6-2-2011","-1","q055947","At 6:30 every Thu of every week, starting 27-7-2006","C:\Scripts\sap\AJ1_StartSap.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","6:30:00","27-7-2006","N/A","THURSDAY","N/A","NEDCAR\aj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","AJ1_StartSap","6:30:00, 10-2-2011","","Interactive/Background","20:29:59, 6-2-2011","-1","q055947","At 20:30 every Sun of every week, starting 27-7-2006","C:\Scripts\sap\AJ1_StartSap.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","20:30:00","27-7-2006","N/A","SUNDAY","N/A","NEDCAR\aj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Automatische reboot","19:00:00, 13-2-2011","","Interactive/Background","19:00:00, 6-2-2011","0","adm1","At 19:00 every Sun of every week, starting 25-10-2005","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties\","Automatische weekelijkse reboot.","Enabled","Weekly","19:00:00","25-10-2005","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","4:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","4:59:59, 8-2-2011","0","Scheduler","At 5:00 every day, starting 28-1-2011","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Std-DUMPNTFSv3","4:00:00, 7-3-2011","","Interactive/Background","4:00:00, 7-2-2011","1","Scheduler","At 4:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Secdump\DumpNTFS3\DumpNTFS3.cmd ","C:\Scripts\Secdump\DumpNTFS3","N/A","Enabled","Monthly","4:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Std-MOM-DeSnooze","Never","","Interactive/Background","Never","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentDesnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Std-MOM-Snooze","Never","","Interactive/Background","Never","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Std-NTFS-Analyze","18:00:00, 8-2-2011","","Interactive/Background","18:00:00, 7-2-2011","1","Scheduler","At 18:00 every day, starting 2-3-2009","C:\Scripts\Secdump\Defrag\analyze.cmd ","C:\Scripts\Secdump\Defrag","N/A","Enabled","Daily ","18:00:00","2-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Std-NTFS-Defrag","19:00:00, 8-2-2011","","Interactive/Background","19:00:00, 7-2-2011","1","Scheduler","At 19:00 every day, starting 2-3-2009","C:\Scripts\Secdump\Defrag\defrag.cmd ","C:\Scripts\Secdump\Defrag","N/A","Enabled","Daily ","19:00:00","2-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Std-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","N/A","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Std-WUClientCleanup","6:00:00, 7-3-2011","","Interactive/Background","6:00:00, 7-2-2011","0","Scheduler","At 6:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Acties\wuclient-cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Monthly","6:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Stopsap_20070318","Never","","Interactive/Background","6:00:00, 18-3-2007","1","q055947","At 6:00 on 18-3-2007","C:\Scripts\sap\Stopsap_systems.bat ","C:\Scripts\sap","N/A","Enabled","One Time Only","6:00:00","18-3-2007","N/A","N/A","N/A","NEDCAR\aj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Stopsap_Weekend_reboot","18:00:00, 13-2-2011","","Interactive/Background","18:00:00, 6-2-2011","1","q055947","At 18:00 every Sun of every week, starting 21-7-2006","C:\Scripts\sap\Stopsap_systems.bat ","c:\scripts\sap","N/A","Enabled","Weekly","18:00:00","21-7-2006","N/A","SUNDAY","N/A","NEDCAR\aj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S124","Stopsap_WindowsPatch","2:30:00, 10-2-2011","","Interactive/Background","2:30:00, 3-2-2011","1","q055947","At 2:30 every Thu of every week, starting 21-7-2006","C:\Scripts\Sap\Stopsap_systems.bat ","C:\Scripts\Sap","N/A","Enabled","Weekly","2:30:00","21-7-2006","N/A","THURSDAY","N/A","NEDCAR\aj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","Automatische reboot","5:45:00, 13-2-2011","","Interactive/Background","5:45:00, 6-2-2011","0","adm1","At 5:45 every Sun of every week, starting 25-10-2005","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties\","Automatische weekelijkse reboot.","Enabled","Weekly","5:45:00","25-10-2005","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","4:0","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled"
"S125","P10_Startsap_after_reboot","Disabled","","Interactive/Background","6:00:00, 11-4-2010","0","q055947","Disabled","C:\Scripts\sap\P10_start_sap.cmd ","C:\scripts\sap","N/A","Disabled","Weekly","6:00:00","24-8-2006","N/A","SUNDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","P10_Startsap_after_reboot","Disabled","","Interactive/Background","6:00:00, 11-4-2010","0","q055947","Disabled","C:\Scripts\sap\P10_start_sap.cmd ","C:\scripts\sap","N/A","Disabled","At system start up","At system start up","17-11-2006","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","P10_Stopsap_weekend_reboot","Disabled","","Interactive/Background","4:10:00, 11-4-2010","0","q055947","Disabled","C:\Scripts\sap\P10_stop_sap.cmd ","C:\Scripts\sap","N/A","Disabled","Weekly","4:10:00","24-8-2006","N/A","SUNDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","P10_Stopsap_weekend_reboot","Disabled","","Interactive/Background","4:10:00, 11-4-2010","0","q055947","Disabled","C:\Scripts\sap\P10_stop_sap.cmd ","C:\Scripts\sap","N/A","Disabled","One Time Only","8:00:00","7-2-2009","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","P10_zip_sap_audit","1:00:00, 9-2-2011","","Interactive/Background","1:00:00, 8-2-2011","12","pj1adm","At 1:00 every day, starting 4-9-2008","C:\Scripts\sap\Zip_sap_audit.cmd C:\usr\sap\P10\D03\log","C:\Scripts\sap","N/A","Enabled","Daily ","1:00:00","4-9-2008","N/A","Everyday","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","PJ1_Restart_zondag","11:45:00, 13-2-2011","","Interactive/Background","11:45:00, 6-2-2011","-1","q055947","At 11:45 every Sun of every week, starting 6-9-2006","C:\Scripts\sap\PJ1_restart_sap.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","11:45:00","6-9-2006","N/A","SUNDAY","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","PJ1_Startsap_after_reboot","6:05:00, 13-2-2011","","Interactive/Background","6:05:00, 6-2-2011","0","p10adm","At 6:05 every Sun of every week, starting 19-11-2005","C:\Scripts\sap\PJ1_start_sap.cmd ","c:\scripts\sap","Start SAP application servers","Enabled","Weekly","6:05:00","19-11-2005","N/A","SUNDAY","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","PJ1_Startsap_after_reboot","At system start up","","Interactive/Background","6:05:00, 6-2-2011","0","p10adm","Run at system startup","C:\Scripts\sap\PJ1_start_sap.cmd ","c:\scripts\sap","Start SAP application servers","Enabled","At system start up","At system start up","17-11-2006","N/A","N/A","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","PJ1_Stopsap_weekend_reboot","4:15:00, 13-2-2011","","Interactive/Background","4:15:00, 6-2-2011","0","p10adm","At 4:15 every Sun of every week, starting 19-11-2005","C:\Scripts\sap\PJ1_stop_sap.cmd ","c:\scripts\sap","Stop Sap application servers
","Enabled","Weekly","4:15:00","19-11-2005","N/A","SUNDAY","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","PJ1_Stopsap_weekend_reboot","4:15:00, 13-2-2011","","Interactive/Background","4:15:00, 6-2-2011","0","p10adm","At 8:05 on 7-2-2009","C:\Scripts\sap\PJ1_stop_sap.cmd ","c:\scripts\sap","Stop Sap application servers
","Enabled","One Time Only","8:05:00","7-2-2009","N/A","N/A","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Scheduler","At 5:00 every day, starting 28-1-2011","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","Std-DUMPNTFSv3","4:00:00, 7-3-2011","","Interactive/Background","4:00:00, 7-2-2011","1","Scheduler","At 4:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Secdump\DumpNTFS3\DumpNTFS3.cmd ","C:\Scripts\Secdump\DumpNTFS3","N/A","Enabled","Monthly","4:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","Std-MOM-DeSnooze","Never","","Interactive/Background","Never","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentDesnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","Std-MOM-Snooze","Never","","Interactive/Background","Never","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","Std-NTFS-Analyze","18:00:00, 8-2-2011","","Interactive/Background","18:00:00, 7-2-2011","1","Scheduler","At 18:00 every day, starting 2-3-2009","C:\Scripts\Secdump\Defrag\analyze.cmd ","C:\Scripts\Secdump\Defrag","N/A","Enabled","Daily ","18:00:00","2-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","Std-NTFS-Defrag","19:00:00, 8-2-2011","","Interactive/Background","19:00:00, 7-2-2011","1","Scheduler","At 19:00 every day, starting 2-3-2009","C:\Scripts\Secdump\Defrag\defrag.cmd ","C:\Scripts\Secdump\Defrag","N/A","Enabled","Daily ","19:00:00","2-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","Std-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","N/A","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S125","Std-WUClientCleanup","6:00:00, 7-3-2011","","Interactive/Background","6:00:00, 7-2-2011","0","Scheduler","At 6:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Acties\wuclient-cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Monthly","6:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S128","Automatische reboot","0:15:00, 13-2-2011","","Interactive/Background","0:15:00, 6-2-2011","0","adm1","At 0:15 every Sun of every week, starting 8-4-2004","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties","N/A","Enabled","Weekly","0:15:00","8-4-2004","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S128","LogisStart","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","adm1","At 5:00 every day, starting 16-6-2005","C:\Scripts\SQL_BATCH\LogisStart.cmd ","C:\Scripts\SQL_BATCH","N/A","Enabled","Daily ","5:00:00","16-6-2005","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
